place,Jurisdiction,Name,Value,year,Jurisdiction 2
77290,Thornton,Persons Insured,101421.0,2013,Thornton
82735,Ward,Persons Insured,55.0,2013,Ward
83835,Westminster,Persons Insured,91934.0,2013,Westminster
84440,Wheat Ridge,Persons Insured,25586.0,2013,Wheat Ridge
8124,Weld County (DRCOG),Persons Insured,51629.0,2013,Weld County (DRCOG)
8000,Region,Persons Insured,2479608.0,2013,Region
3455,Arvada,Percent Uninsured,10.592113792528664,2013,Arvada
4000,Aurora,Percent Uninsured,21.635067495828906,2013,Aurora
6090,Bennett,Percent Uninsured,16.489361702127653,2013,Bennett
7025,Black Hawk,Percent Uninsured,13.599999999999994,2013,Black Hawk
7850,Boulder City,Percent Uninsured,9.119442902558404,2013,Boulder City
8001,Adams County,Percent Uninsured,20.78174021821296,2013,Adams County
8005,Arapahoe County,Percent Uninsured,15.792913294857485,2013,Arapahoe County
8013,Boulder County,Percent Uninsured,11.316063355230355,2013,Boulder County
8014,Broomfield City/County,Percent Uninsured,8.598977817587866,2013,Broomfield City/County
8019,Clear Creek County,Percent Uninsured,12.92639138240574,2013,Clear Creek County
8031,Denver City/County,Percent Uninsured,17.21033272983435,2013,Denver City/County
8035,Douglas County,Percent Uninsured,6.027206831496372,2013,Douglas County
8039,Elbert,Percent Uninsured,11.803278688524586,2013,Elbert
8047,Gilpin County,Percent Uninsured,15.046040515653772,2013,Gilpin County
8059,Jefferson County,Percent Uninsured,11.43821969448939,2013,Jefferson County
8070,Bow Mar,Percent Uninsured,2.923387096774192,2013,Bow Mar
8123,Weld County,Percent Uninsured,15.457702871118087,2013,Weld County
8675,Brighton,Percent Uninsured,21.48927683858497,2013,Brighton
12387,Castle Pines,Percent Uninsured,1.8145353834399742,2013,Castle Pines
12415,Castle Rock,Percent Uninsured,9.021459401406304,2013,Castle Rock
12815,Centennial,Percent Uninsured,7.622978270719642,2013,Centennial
12910,Central City,Percent Uninsured,23.650793650793645,2013,Central City
13845,Cherry Hills Village,Percent Uninsured,1.811949069539665,2013,Cherry Hills Village
16385,Columbine Valley,Percent Uninsured,2.5796661608497686,2013,Columbine Valley
16495,Commerce City,Percent Uninsured,18.61073311787719,2013,Commerce City
19080,Dacono,Percent Uninsured,21.408317580340267,2013,Dacono
19630,Deer Trail,Percent Uninsured,9.067357512953365,2013,Deer Trail
23135,Edgewater,Percent Uninsured,29.140986132511557,2013,Edgewater
23520,Elbert,Percent Uninsured,13.20754716981132,2013,Elbert
23740,Elizabeth,Percent Uninsured,15.470494417862838,2013,Elizabeth
24620,Empire,Percent Uninsured,19.937694704049846,2013,Empire
24785,Englewood,Percent Uninsured,19.333986287952982,2013,Englewood
24950,Erie,Percent Uninsured,7.2159974266873945,2013,Erie
26270,Federal Heights,Percent Uninsured,34.34014072421486,2013,Federal Heights
26600,Firestone,Percent Uninsured,11.762466692044157,2013,Firestone
27700,Fort Lupton,Percent Uninsured,22.245875465673237,2013,Fort Lupton
28105,Foxfield,Percent Uninsured,3.957783641160944,2013,Foxfield
28360,Frederick,Percent Uninsured,11.448957189901208,2013,Frederick
29735,Georgetown,Percent Uninsured,12.512613521695258,2013,Georgetown
30340,Glendale,Percent Uninsured,30.788687054495284,2013,Glendale
30835,Golden,Percent Uninsured,11.590357364647431,2013,Golden
33035,Greenwood Village,Percent Uninsured,4.0084835630965046,2013,Greenwood Village
37820,Hudson,Percent Uninsured,21.718377088305488,2013,Hudson
38370,Idaho Springs,Percent Uninsured,21.784345922276955,2013,Idaho Springs
39195,Jamestown,Percent Uninsured,25.896414342629484,2013,Jamestown
40185,Keenesburg,Percent Uninsured,10.52980132450331,2013,Keenesburg
40790,Kiowa,Percent Uninsured,14.555256064690028,2013,Kiowa
41835,Lafayette,Percent Uninsured,11.832606108687031,2013,Lafayette
42495,Lakeside,Percent Uninsured,50.0,2013,Lakeside
43000,Lakewood,Percent Uninsured,15.599303678333357,2013,Lakewood
43550,Larkspur,Percent Uninsured,30.414746543778804,2013,Larkspur
45255,Littleton,Percent Uninsured,13.113096637667525,2013,Littleton
45955,Lone Tree,Percent Uninsured,5.362068965517238,2013,Lone Tree
45970,Longmont,Percent Uninsured,17.76047587877953,2013,Longmont
46355,Louisville,Percent Uninsured,5.411475322175278,2013,Louisville
47070,Lyons,Percent Uninsured,6.370826010544818,2013,Lyons
49600,Mead,Percent Uninsured,10.841379310344834,2013,Mead
52075,Morrison,Percent Uninsured,7.5,2013,Morrison
52350,Mountain View,Percent Uninsured,17.842323651452276,2013,Mountain View
53175,Nederland,Percent Uninsured,13.498992612491605,2013,Nederland
54330,Northglenn,Percent Uninsured,18.73640144316836,2013,Northglenn
57630,Parker,Percent Uninsured,6.2555313316208725,2013,Parker
60160,Platteville,Percent Uninsured,24.295355299722118,2013,Platteville
69645,Sheridan,Percent Uninsured,21.396239554317546,2013,Sheridan
70360,Silver Plume,Percent Uninsured,20.33898305084746,2013,Silver Plume
75640,Superior,Percent Uninsured,6.225186596792128,2013,Superior
77290,Thornton,Percent Uninsured,16.309639727361244,2013,Thornton
82735,Ward,Percent Uninsured,36.7816091954023,2013,Ward
83835,Westminster,Percent Uninsured,14.527705466716256,2013,Westminster
84440,Wheat Ridge,Percent Uninsured,14.682050085031179,2013,Wheat Ridge
8124,Weld County (DRCOG),Percent Uninsured,13.779225116900463,2013,Weld County (DRCOG)
8000,Region,Percent Uninsured,14.422118201048008,2013,Region
3455,Arvada,Persons with Disability,11177.0,2013,Arvada
4000,Aurora,Persons with Disability,33255.0,2013,Aurora
6090,Bennett,Persons with Disability,262.0,2013,Bennett
7025,Black Hawk,Persons with Disability,27.0,2013,Black Hawk
7850,Boulder City,Persons with Disability,7055.0,2013,Boulder City
8001,Adams County,Persons with Disability,44408.0,2013,Adams County
8005,Arapahoe County,Persons with Disability,51972.0,2013,Arapahoe County
8013,Boulder County,Persons with Disability,23023.0,2013,Boulder County
8014,Broomfield City/County,Persons with Disability,4467.0,2013,Broomfield City/County
8019,Clear Creek County,Persons with Disability,1023.0,2013,Clear Creek County
8031,Denver City/County,Persons with Disability,58743.0,2013,Denver City/County
8035,Douglas County,Persons with Disability,17671.0,2013,Douglas County
8039,Elbert,Persons with Disability,2205.0,2013,Elbert
8047,Gilpin County,Persons with Disability,648.0,2013,Gilpin County
8059,Jefferson County,Persons with Disability,51255.0,2013,Jefferson County
8070,Bow Mar,Persons with Disability,46.0,2013,Bow Mar
8123,Weld County,Persons with Disability,27282.0,2013,Weld County
8675,Brighton,Persons with Disability,2861.0,2013,Brighton
12387,Castle Pines,Persons with Disability,774.0,2013,Castle Pines
12415,Castle Rock,Persons with Disability,3337.0,2013,Castle Rock
12815,Centennial,Persons with Disability,7220.0,2013,Centennial
12910,Central City,Persons with Disability,89.0,2013,Central City
13845,Cherry Hills Village,Persons with Disability,286.0,2013,Cherry Hills Village
16385,Columbine Valley,Persons with Disability,99.0,2013,Columbine Valley
16495,Commerce City,Persons with Disability,4693.0,2013,Commerce City
19080,Dacono,Persons with Disability,736.0,2013,Dacono
19630,Deer Trail,Persons with Disability,67.0,2013,Deer Trail
23135,Edgewater,Persons with Disability,724.0,2013,Edgewater
23520,Elbert,Persons with Disability,26.0,2013,Elbert
23740,Elizabeth,Persons with Disability,120.0,2013,Elizabeth
24620,Empire,Persons with Disability,40.0,2013,Empire
24785,Englewood,Persons with Disability,4195.0,2013,Englewood
24950,Erie,Persons with Disability,1021.0,2013,Erie
26270,Federal Heights,Persons with Disability,1550.0,2013,Federal Heights
26600,Firestone,Persons with Disability,566.0,2013,Firestone
27700,Fort Lupton,Persons with Disability,983.0,2013,Fort Lupton
28105,Foxfield,Persons with Disability,55.0,2013,Foxfield
28360,Frederick,Persons with Disability,966.0,2013,Frederick
29735,Georgetown,Persons with Disability,120.0,2013,Georgetown
30340,Glendale,Persons with Disability,401.0,2013,Glendale
30835,Golden,Persons with Disability,1147.0,2013,Golden
33035,Greenwood Village,Persons with Disability,650.0,2013,Greenwood Village
37820,Hudson,Persons with Disability,210.0,2013,Hudson
38370,Idaho Springs,Persons with Disability,240.0,2013,Idaho Springs
39195,Jamestown,Persons with Disability,13.0,2013,Jamestown
40185,Keenesburg,Persons with Disability,173.0,2013,Keenesburg
40790,Kiowa,Persons with Disability,119.0,2013,Kiowa
41835,Lafayette,Persons with Disability,1874.0,2013,Lafayette
42495,Lakeside,Persons with Disability,0.0,2013,Lakeside
43000,Lakewood,Persons with Disability,16244.0,2013,Lakewood
43550,Larkspur,Persons with Disability,53.0,2013,Larkspur
45255,Littleton,Persons with Disability,4219.0,2013,Littleton
45955,Lone Tree,Persons with Disability,683.0,2013,Lone Tree
45970,Longmont,Persons with Disability,8666.0,2013,Longmont
46355,Louisville,Persons with Disability,1271.0,2013,Louisville
47070,Lyons,Persons with Disability,225.0,2013,Lyons
49600,Mead,Persons with Disability,299.0,2013,Mead
52075,Morrison,Persons with Disability,31.0,2013,Morrison
52350,Mountain View,Persons with Disability,68.0,2013,Mountain View
53175,Nederland,Persons with Disability,132.0,2013,Nederland
54330,Northglenn,Persons with Disability,4187.0,2013,Northglenn
57630,Parker,Persons with Disability,2763.0,2013,Parker
60160,Platteville,Persons with Disability,257.0,2013,Platteville
69645,Sheridan,Persons with Disability,856.0,2013,Sheridan
70360,Silver Plume,Persons with Disability,11.0,2013,Silver Plume
75640,Superior,Persons with Disability,342.0,2013,Superior
77290,Thornton,Persons with Disability,10052.0,2013,Thornton
82735,Ward,Persons with Disability,6.0,2013,Ward
83835,Westminster,Persons with Disability,10152.0,2013,Westminster
84440,Wheat Ridge,Persons with Disability,4122.0,2013,Wheat Ridge
8124,Weld County (DRCOG),Persons with Disability,5871.0,2013,Weld County (DRCOG)
8000,Region,Persons with Disability,259081.0,2013,Region
3455,Arvada,Persons with Disability,11177.0,2013,Arvada
4000,Aurora,Persons with Disability,33255.0,2013,Aurora
6090,Bennett,Persons with Disability,262.0,2013,Bennett
7025,Black Hawk,Persons with Disability,27.0,2013,Black Hawk
7850,Boulder City,Persons with Disability,7055.0,2013,Boulder City
8001,Adams County,Persons with Disability,44408.0,2013,Adams County
8005,Arapahoe County,Persons with Disability,51972.0,2013,Arapahoe County
8013,Boulder County,Persons with Disability,23023.0,2013,Boulder County
8014,Broomfield City/County,Persons with Disability,4467.0,2013,Broomfield City/County
8019,Clear Creek County,Persons with Disability,1023.0,2013,Clear Creek County
8031,Denver City/County,Persons with Disability,58743.0,2013,Denver City/County
8035,Douglas County,Persons with Disability,17671.0,2013,Douglas County
8039,Elbert,Persons with Disability,2205.0,2013,Elbert
8047,Gilpin County,Persons with Disability,648.0,2013,Gilpin County
8059,Jefferson County,Persons with Disability,51255.0,2013,Jefferson County
8070,Bow Mar,Persons with Disability,46.0,2013,Bow Mar
8123,Weld County,Persons with Disability,27282.0,2013,Weld County
8675,Brighton,Persons with Disability,2861.0,2013,Brighton
12387,Castle Pines,Persons with Disability,774.0,2013,Castle Pines
12415,Castle Rock,Persons with Disability,3337.0,2013,Castle Rock
12815,Centennial,Persons with Disability,7220.0,2013,Centennial
12910,Central City,Persons with Disability,89.0,2013,Central City
13845,Cherry Hills Village,Persons with Disability,286.0,2013,Cherry Hills Village
16385,Columbine Valley,Persons with Disability,99.0,2013,Columbine Valley
16495,Commerce City,Persons with Disability,4693.0,2013,Commerce City
19080,Dacono,Persons with Disability,736.0,2013,Dacono
19630,Deer Trail,Persons with Disability,67.0,2013,Deer Trail
23135,Edgewater,Persons with Disability,724.0,2013,Edgewater
23520,Elbert,Persons with Disability,26.0,2013,Elbert
23740,Elizabeth,Persons with Disability,120.0,2013,Elizabeth
24620,Empire,Persons with Disability,40.0,2013,Empire
24785,Englewood,Persons with Disability,4195.0,2013,Englewood
24950,Erie,Persons with Disability,1021.0,2013,Erie
26270,Federal Heights,Persons with Disability,1550.0,2013,Federal Heights
26600,Firestone,Persons with Disability,566.0,2013,Firestone
27700,Fort Lupton,Persons with Disability,983.0,2013,Fort Lupton
28105,Foxfield,Persons with Disability,55.0,2013,Foxfield
28360,Frederick,Persons with Disability,966.0,2013,Frederick
29735,Georgetown,Persons with Disability,120.0,2013,Georgetown
30340,Glendale,Persons with Disability,401.0,2013,Glendale
30835,Golden,Persons with Disability,1147.0,2013,Golden
33035,Greenwood Village,Persons with Disability,650.0,2013,Greenwood Village
37820,Hudson,Persons with Disability,210.0,2013,Hudson
38370,Idaho Springs,Persons with Disability,240.0,2013,Idaho Springs
39195,Jamestown,Persons with Disability,13.0,2013,Jamestown
40185,Keenesburg,Persons with Disability,173.0,2013,Keenesburg
40790,Kiowa,Persons with Disability,119.0,2013,Kiowa
41835,Lafayette,Persons with Disability,1874.0,2013,Lafayette
42495,Lakeside,Persons with Disability,0.0,2013,Lakeside
43000,Lakewood,Persons with Disability,16244.0,2013,Lakewood
43550,Larkspur,Persons with Disability,53.0,2013,Larkspur
45255,Littleton,Persons with Disability,4219.0,2013,Littleton
45955,Lone Tree,Persons with Disability,683.0,2013,Lone Tree
45970,Longmont,Persons with Disability,8666.0,2013,Longmont
46355,Louisville,Persons with Disability,1271.0,2013,Louisville
47070,Lyons,Persons with Disability,225.0,2013,Lyons
49600,Mead,Persons with Disability,299.0,2013,Mead
52075,Morrison,Persons with Disability,31.0,2013,Morrison
52350,Mountain View,Persons with Disability,68.0,2013,Mountain View
53175,Nederland,Persons with Disability,132.0,2013,Nederland
54330,Northglenn,Persons with Disability,4187.0,2013,Northglenn
57630,Parker,Persons with Disability,2763.0,2013,Parker
60160,Platteville,Persons with Disability,257.0,2013,Platteville
69645,Sheridan,Persons with Disability,856.0,2013,Sheridan
70360,Silver Plume,Persons with Disability,11.0,2013,Silver Plume
75640,Superior,Persons with Disability,342.0,2013,Superior
77290,Thornton,Persons with Disability,10052.0,2013,Thornton
82735,Ward,Persons with Disability,6.0,2013,Ward
83835,Westminster,Persons with Disability,10152.0,2013,Westminster
84440,Wheat Ridge,Persons with Disability,4122.0,2013,Wheat Ridge
8124,Weld County (DRCOG),Persons with Disability,5871.0,2013,Weld County (DRCOG)
8000,Region,Persons with Disability,259081.0,2013,Region
3455,Arvada,Percentage of 65-74 with Disability,19.889436365821414,2013,Arvada
4000,Aurora,Percentage of 65-74 with Disability,24.974272870064453,2013,Aurora
6090,Bennett,Percentage of 65-74 with Disability,17.54385964912281,2013,Bennett
7025,Black Hawk,Percentage of 65-74 with Disability,62.5,2013,Black Hawk
7850,Boulder City,Percentage of 65-74 with Disability,17.529555646147575,2013,Boulder City
8001,Adams County,Percentage of 65-74 with Disability,26.882327399044723,2013,Adams County
8005,Arapahoe County,Percentage of 65-74 with Disability,20.76218477892118,2013,Arapahoe County
8013,Boulder County,Percentage of 65-74 with Disability,16.610335804622764,2013,Boulder County
8014,Broomfield City/County,Percentage of 65-74 with Disability,16.641901931649333,2013,Broomfield City/County
8019,Clear Creek County,Percentage of 65-74 with Disability,11.738148984198645,2013,Clear Creek County
8031,Denver City/County,Percentage of 65-74 with Disability,23.512052593133674,2013,Denver City/County
8035,Douglas County,Percentage of 65-74 with Disability,16.589982910477193,2013,Douglas County
8039,Elbert,Percentage of 65-74 with Disability,22.285714285714285,2013,Elbert
8047,Gilpin County,Percentage of 65-74 with Disability,24.675324675324674,2013,Gilpin County
8059,Jefferson County,Percentage of 65-74 with Disability,19.762265933901972,2013,Jefferson County
8070,Bow Mar,Percentage of 65-74 with Disability,0.0,2013,Bow Mar
8123,Weld County,Percentage of 65-74 with Disability,26.314416177429877,2013,Weld County
8675,Brighton,Percentage of 65-74 with Disability,24.25049966688874,2013,Brighton
12387,Castle Pines,Percentage of 65-74 with Disability,18.484500574052813,2013,Castle Pines
12415,Castle Rock,Percentage of 65-74 with Disability,22.325787838437638,2013,Castle Rock
12815,Centennial,Percentage of 65-74 with Disability,17.021846937407854,2013,Centennial
12910,Central City,Percentage of 65-74 with Disability,18.75,2013,Central City
13845,Cherry Hills Village,Percentage of 65-74 with Disability,11.731843575418994,2013,Cherry Hills Village
16385,Columbine Valley,Percentage of 65-74 with Disability,12.777777777777779,2013,Columbine Valley
16495,Commerce City,Percentage of 65-74 with Disability,29.905561385099684,2013,Commerce City
19080,Dacono,Percentage of 65-74 with Disability,85.71428571428571,2013,Dacono
19630,Deer Trail,Percentage of 65-74 with Disability,22.727272727272727,2013,Deer Trail
23135,Edgewater,Percentage of 65-74 with Disability,37.637362637362635,2013,Edgewater
23520,Elbert,Percentage of 65-74 with Disability,,2013,Elbert
23740,Elizabeth,Percentage of 65-74 with Disability,40.35087719298246,2013,Elizabeth
24620,Empire,Percentage of 65-74 with Disability,11.764705882352942,2013,Empire
24785,Englewood,Percentage of 65-74 with Disability,16.78060907395898,2013,Englewood
24950,Erie,Percentage of 65-74 with Disability,7.82422293676313,2013,Erie
26270,Federal Heights,Percentage of 65-74 with Disability,30.46594982078853,2013,Federal Heights
26600,Firestone,Percentage of 65-74 with Disability,27.411167512690355,2013,Firestone
27700,Fort Lupton,Percentage of 65-74 with Disability,48.14004376367615,2013,Fort Lupton
28105,Foxfield,Percentage of 65-74 with Disability,8.536585365853659,2013,Foxfield
28360,Frederick,Percentage of 65-74 with Disability,35.36895674300254,2013,Frederick
29735,Georgetown,Percentage of 65-74 with Disability,14.754098360655737,2013,Georgetown
30340,Glendale,Percentage of 65-74 with Disability,23.80952380952381,2013,Glendale
30835,Golden,Percentage of 65-74 with Disability,19.62421711899791,2013,Golden
33035,Greenwood Village,Percentage of 65-74 with Disability,14.307342922028766,2013,Greenwood Village
37820,Hudson,Percentage of 65-74 with Disability,40.869565217391305,2013,Hudson
38370,Idaho Springs,Percentage of 65-74 with Disability,14.788732394366198,2013,Idaho Springs
39195,Jamestown,Percentage of 65-74 with Disability,23.80952380952381,2013,Jamestown
40185,Keenesburg,Percentage of 65-74 with Disability,35.35353535353536,2013,Keenesburg
40790,Kiowa,Percentage of 65-74 with Disability,44.76190476190476,2013,Kiowa
41835,Lafayette,Percentage of 65-74 with Disability,16.16022099447514,2013,Lafayette
42495,Lakeside,Percentage of 65-74 with Disability,,2013,Lakeside
43000,Lakewood,Percentage of 65-74 with Disability,22.12105445716268,2013,Lakewood
43550,Larkspur,Percentage of 65-74 with Disability,62.5,2013,Larkspur
45255,Littleton,Percentage of 65-74 with Disability,19.442912300055156,2013,Littleton
45955,Lone Tree,Percentage of 65-74 with Disability,17.640047675804528,2013,Lone Tree
45970,Longmont,Percentage of 65-74 with Disability,19.19210382014257,2013,Longmont
46355,Louisville,Percentage of 65-74 with Disability,14.04303510758777,2013,Louisville
47070,Lyons,Percentage of 65-74 with Disability,24.11764705882353,2013,Lyons
49600,Mead,Percentage of 65-74 with Disability,27.66798418972332,2013,Mead
52075,Morrison,Percentage of 65-74 with Disability,27.906976744186046,2013,Morrison
52350,Mountain View,Percentage of 65-74 with Disability,20.0,2013,Mountain View
53175,Nederland,Percentage of 65-74 with Disability,0.0,2013,Nederland
54330,Northglenn,Percentage of 65-74 with Disability,29.6718322698268,2013,Northglenn
57630,Parker,Percentage of 65-74 with Disability,16.129032258064516,2013,Parker
60160,Platteville,Percentage of 65-74 with Disability,22.043010752688172,2013,Platteville
69645,Sheridan,Percentage of 65-74 with Disability,33.03886925795053,2013,Sheridan
70360,Silver Plume,Percentage of 65-74 with Disability,0.0,2013,Silver Plume
75640,Superior,Percentage of 65-74 with Disability,13.742690058479532,2013,Superior
77290,Thornton,Percentage of 65-74 with Disability,29.025923016496463,2013,Thornton
82735,Ward,Percentage of 65-74 with Disability,0.0,2013,Ward
83835,Westminster,Percentage of 65-74 with Disability,22.98228346456693,2013,Westminster
84440,Wheat Ridge,Percentage of 65-74 with Disability,24.383684446436575,2013,Wheat Ridge
8124,Weld County (DRCOG),Percentage of 65-74 with Disability,33.203125,2013,Weld County (DRCOG)
8000,Region,Percentage of 65-74 with Disability,21.21869544062509,2013,Region
3455,Arvada,Percentage over 75 years and older with Disability,46.325878594249204,2013,Arvada
4000,Aurora,Percentage over 75 years and older with Disability,49.050765242117585,2013,Aurora
6090,Bennett,Percentage over 75 years and older with Disability,66.66666666666667,2013,Bennett
7025,Black Hawk,Percentage over 75 years and older with Disability,92.3076923076923,2013,Black Hawk
7850,Boulder City,Percentage over 75 years and older with Disability,46.80068644275558,2013,Boulder City
8001,Adams County,Percentage over 75 years and older with Disability,54.647487583048445,2013,Adams County
8005,Arapahoe County,Percentage over 75 years and older with Disability,47.054359547869154,2013,Arapahoe County
8013,Boulder County,Percentage over 75 years and older with Disability,42.89025657421469,2013,Boulder County
8014,Broomfield City/County,Percentage over 75 years and older with Disability,53.920776071139855,2013,Broomfield City/County
8019,Clear Creek County,Percentage over 75 years and older with Disability,64.12213740458016,2013,Clear Creek County
8031,Denver City/County,Percentage over 75 years and older with Disability,50.9890717941624,2013,Denver City/County
8035,Douglas County,Percentage over 75 years and older with Disability,42.442959788226396,2013,Douglas County
8039,Elbert,Percentage over 75 years and older with Disability,65.33700137551583,2013,Elbert
8047,Gilpin County,Percentage over 75 years and older with Disability,50.0,2013,Gilpin County
8059,Jefferson County,Percentage over 75 years and older with Disability,47.20759781149995,2013,Jefferson County
8070,Bow Mar,Percentage over 75 years and older with Disability,33.68421052631579,2013,Bow Mar
8123,Weld County,Percentage over 75 years and older with Disability,56.3854218671992,2013,Weld County
8675,Brighton,Percentage over 75 years and older with Disability,62.13953488372093,2013,Brighton
12387,Castle Pines,Percentage over 75 years and older with Disability,68.1592039800995,2013,Castle Pines
12415,Castle Rock,Percentage over 75 years and older with Disability,47.75179856115108,2013,Castle Rock
12815,Centennial,Percentage over 75 years and older with Disability,41.76714765763985,2013,Centennial
12910,Central City,Percentage over 75 years and older with Disability,,2013,Central City
13845,Cherry Hills Village,Percentage over 75 years and older with Disability,35.22727272727273,2013,Cherry Hills Village
16385,Columbine Valley,Percentage over 75 years and older with Disability,27.11864406779661,2013,Columbine Valley
16495,Commerce City,Percentage over 75 years and older with Disability,63.24701195219124,2013,Commerce City
19080,Dacono,Percentage over 75 years and older with Disability,51.59235668789809,2013,Dacono
19630,Deer Trail,Percentage over 75 years and older with Disability,73.6842105263158,2013,Deer Trail
23135,Edgewater,Percentage over 75 years and older with Disability,50.0,2013,Edgewater
23520,Elbert,Percentage over 75 years and older with Disability,100.0,2013,Elbert
23740,Elizabeth,Percentage over 75 years and older with Disability,69.6969696969697,2013,Elizabeth
24620,Empire,Percentage over 75 years and older with Disability,50.0,2013,Empire
24785,Englewood,Percentage over 75 years and older with Disability,60.57111477210324,2013,Englewood
24950,Erie,Percentage over 75 years and older with Disability,56.43939393939394,2013,Erie
26270,Federal Heights,Percentage over 75 years and older with Disability,64.33823529411765,2013,Federal Heights
26600,Firestone,Percentage over 75 years and older with Disability,78.4090909090909,2013,Firestone
27700,Fort Lupton,Percentage over 75 years and older with Disability,54.26621160409557,2013,Fort Lupton
28105,Foxfield,Percentage over 75 years and older with Disability,28.30188679245283,2013,Foxfield
28360,Frederick,Percentage over 75 years and older with Disability,61.38211382113821,2013,Frederick
29735,Georgetown,Percentage over 75 years and older with Disability,40.54054054054054,2013,Georgetown
30340,Glendale,Percentage over 75 years and older with Disability,79.72972972972973,2013,Glendale
30835,Golden,Percentage over 75 years and older with Disability,44.223107569721115,2013,Golden
33035,Greenwood Village,Percentage over 75 years and older with Disability,26.580226904376012,2013,Greenwood Village
37820,Hudson,Percentage over 75 years and older with Disability,89.1891891891892,2013,Hudson
38370,Idaho Springs,Percentage over 75 years and older with Disability,80.72289156626506,2013,Idaho Springs
39195,Jamestown,Percentage over 75 years and older with Disability,50.0,2013,Jamestown
40185,Keenesburg,Percentage over 75 years and older with Disability,81.44329896907216,2013,Keenesburg
40790,Kiowa,Percentage over 75 years and older with Disability,53.84615384615385,2013,Kiowa
41835,Lafayette,Percentage over 75 years and older with Disability,38.58520900321543,2013,Lafayette
42495,Lakeside,Percentage over 75 years and older with Disability,,2013,Lakeside
43000,Lakewood,Percentage over 75 years and older with Disability,49.96123601727766,2013,Lakewood
43550,Larkspur,Percentage over 75 years and older with Disability,0.0,2013,Larkspur
45255,Littleton,Percentage over 75 years and older with Disability,46.01910828025478,2013,Littleton
45955,Lone Tree,Percentage over 75 years and older with Disability,61.029411764705884,2013,Lone Tree
45970,Longmont,Percentage over 75 years and older with Disability,48.39044652128764,2013,Longmont
46355,Louisville,Percentage over 75 years and older with Disability,45.41284403669725,2013,Louisville
47070,Lyons,Percentage over 75 years and older with Disability,33.333333333333336,2013,Lyons
49600,Mead,Percentage over 75 years and older with Disability,100.0,2013,Mead
52075,Morrison,Percentage over 75 years and older with Disability,28.125,2013,Morrison
52350,Mountain View,Percentage over 75 years and older with Disability,58.333333333333336,2013,Mountain View
53175,Nederland,Percentage over 75 years and older with Disability,38.70967741935484,2013,Nederland
54330,Northglenn,Percentage over 75 years and older with Disability,47.338935574229694,2013,Northglenn
57630,Parker,Percentage over 75 years and older with Disability,50.071123755334284,2013,Parker
60160,Platteville,Percentage over 75 years and older with Disability,53.73134328358209,2013,Platteville
69645,Sheridan,Percentage over 75 years and older with Disability,38.17567567567568,2013,Sheridan
70360,Silver Plume,Percentage over 75 years and older with Disability,0.0,2013,Silver Plume
75640,Superior,Percentage over 75 years and older with Disability,37.17948717948718,2013,Superior
77290,Thornton,Percentage over 75 years and older with Disability,55.01457725947522,2013,Thornton
82735,Ward,Percentage over 75 years and older with Disability,,2013,Ward
83835,Westminster,Percentage over 75 years and older with Disability,56.93311582381729,2013,Westminster
84440,Wheat Ridge,Percentage over 75 years and older with Disability,52.88732394366197,2013,Wheat Ridge
8124,Weld County (DRCOG),Percentage over 75 years and older with Disability,58.8235294117647,2013,Weld County (DRCOG)
8000,Region,Percentage over 75 years and older with Disability,48.60772177060944,2013,Region
3455,Arvada,Persons Insured,98440.0,2014,Arvada
4000,Aurora,Persons Insured,268596.0,2014,Aurora
6090,Bennett,Persons Insured,1615.0,2014,Bennett
7025,Black Hawk,Persons Insured,89.0,2014,Black Hawk
7850,Boulder City,Persons Insured,92070.0,2014,Boulder City
8001,Adams County,Persons Insured,368434.0,2014,Adams County
8005,Arapahoe County,Persons Insured,504649.0,2014,Arapahoe County
8013,Boulder County,Persons Insured,271728.0,2014,Boulder County
8014,Broomfield City/County,Persons Insured,54047.0,2014,Broomfield City/County
8019,Clear Creek County,Persons Insured,8168.0,2014,Clear Creek County
8031,Denver City/County,Persons Insured,527411.0,2014,Denver City/County
8035,Douglas County,Persons Insured,281321.0,2014,Douglas County
8039,Elbert,Persons Insured,20667.0,2014,Elbert
8047,Gilpin County,Persons Insured,4762.0,2014,Gilpin County
8059,Jefferson County,Persons Insured,481330.0,2014,Jefferson County
8070,Bow Mar,Persons Insured,1015.0,2014,Bow Mar
8123,Weld County,Persons Insured,224680.0,2014,Weld County
8675,Brighton,Persons Insured,27074.0,2014,Brighton
12387,Castle Pines,Persons Insured,10403.0,2014,Castle Pines
12415,Castle Rock,Persons Insured,47119.0,2014,Castle Rock
12815,Centennial,Persons Insured,95755.0,2014,Centennial
12910,Central City,Persons Insured,571.0,2014,Central City
13845,Cherry Hills Village,Persons Insured,6140.0,2014,Cherry Hills Village
16385,Columbine Valley,Persons Insured,1237.0,2014,Columbine Valley
16495,Commerce City,Persons Insured,40499.0,2014,Commerce City
19080,Dacono,Persons Insured,3476.0,2014,Dacono
19630,Deer Trail,Persons Insured,356.0,2014,Deer Trail
23135,Edgewater,Persons Insured,3486.0,2014,Edgewater
23520,Elbert,Persons Insured,145.0,2014,Elbert
23740,Elizabeth,Persons Insured,1092.0,2014,Elizabeth
24620,Empire,Persons Insured,247.0,2014,Empire
24785,Englewood,Persons Insured,26041.0,2014,Englewood
24950,Erie,Persons Insured,18249.0,2014,Erie
26270,Federal Heights,Persons Insured,7776.0,2014,Federal Heights
